iter,t_ms,y0_angle,y1_position,uLocal,uRemote,uOut,uDiff,loopIntervalMs,tcpRttMs,clamped
118,3562.406,4.510000,-1.528000,129.215200,124.267032,124.267032,4.948168,29.998,4.759,0
119,3592.188,4.068000,-1.528000,107.408400,100.941723,100.941723,6.466677,30.041,4.483,0
120,3624.078,3.626000,-1.306000,109.524800,102.552908,102.552908,6.971892,30.014,6.353,0
121,3652.139,2.301000,-1.207000,40.037600,30.815331,30.815331,9.222269,30.058,4.339,0
122,3682.505,1.859000,-1.060000,70.309100,62.432572,62.432572,7.876528,30.110,4.550,0
123,3712.867,0.093000,-0.862000,-32.923600,-43.738429,-43.738429,10.814829,30.061,4.946,0
124,3743.971,-1.233000,-0.788000,-59.068900,-69.312198,-69.312198,10.243298,30.756,5.260,0
125,3773.153,-2.116000,-0.641000,-70.330000,-79.969686,-79.969686,9.639686,29.980,4.490,0
126,3803.857,-2.999000,-0.715000,-109.038000,-118.917616,-118.917616,9.879616,29.999,5.194,0
127,3833.893,-3.441000,-0.862000,-118.859700,-128.255618,-128.255618,9.395918,29.999,5.235,0
128,3863.151,-3.883000,-0.862000,-142.356400,-152.031371,-152.031371,9.674971,29.996,4.443,0
129,3893.704,-3.883000,-0.936000,-136.919500,-146.156448,-146.156448,9.236948,30.010,5.006,0
130,3922.894,-3.441000,-1.060000,-117.674000,-126.391183,-126.391183,8.717183,30.007,4.279,0
131,3953.263,-2.116000,-1.281000,-52.293100,-59.772557,-59.772557,7.479457,29.998,4.634,0
132,3982.679,-1.233000,-1.503000,-51.612900,-60.590110,-60.590110,8.977210,30.028,4.079,0
133,4013.934,0.093000,-1.725000,1.939100,-6.877208,-6.877208,8.816308,29.999,5.332,0
134,4043.485,1.418000,-1.873000,43.438800,33.868578,33.868578,9.570222,30.005,4.850,0
135,4073.331,3.185000,-2.094000,118.566900,108.994837,108.994837,9.572063,30.020,4.687,0
136,4102.755,4.510000,-2.144000,153.360500,142.090937,142.090937,11.269563,29.965,4.123,0
