iter,t_ms,y0_angle,y1_position,uLocal,uRemote,uOut,uDiff,loopIntervalMs,tcpRttMs,clamped
190,5749.499,1.417725,0.665278,-4.596295,-4.594035,-4.594035,-0.002260,30.011,5.668,0
191,5779.061,1.417725,0.640639,-19.025965,-19.049631,-19.049631,0.023666,30.000,5.150,0
192,5809.468,1.859436,0.640639,17.563798,17.484413,17.484413,0.079385,30.817,4.805,0
193,5838.426,1.859436,0.640639,4.608011,4.540567,4.540567,0.067444,29.180,4.539,0
194,5868.846,2.301178,0.640639,42.230444,42.193349,42.193349,0.037096,30.032,4.974,0
195,5900.105,1.859436,0.640639,-2.532006,-2.601358,-2.601358,0.069353,30.080,6.140,0
196,5930.068,1.859436,0.689918,21.481463,21.424429,21.424429,0.057034,30.031,6.076,0
197,5958.562,1.417725,0.689918,-6.856262,-6.800534,-6.800534,-0.055728,30.814,3.825,0
198,5988.646,1.417725,0.689918,14.425483,14.412869,14.412869,0.012614,30.034,3.837,0
199,6019.665,1.417725,0.689918,18.038787,18.030543,18.030543,0.008244,30.471,4.396,0
200,6049.458,1.417725,0.689918,21.652091,21.651270,21.651270,0.000821,29.501,4.620,0
201,6079.139,1.417725,0.714558,26.080980,26.074283,26.074283,0.006697,30.022,4.374,0
202,6109.301,0.976013,0.739198,-2.469132,-2.520717,-2.520717,0.051585,29.986,4.458,0
203,6139.016,1.417725,0.788478,52.178092,52.177572,52.177572,0.000520,30.012,4.237,0
204,6169.779,1.417725,0.788478,37.984932,37.945645,37.945645,0.039288,29.987,4.986,0
205,6199.359,1.859436,0.862398,76.962314,76.887126,76.887126,0.075188,30.029,4.572,0
206,6228.726,1.859436,0.887038,64.622528,64.557771,64.557771,0.064758,29.985,3.876,0
207,6259.623,1.859436,0.960958,71.732654,71.682154,71.682154,0.050500,30.007,4.806,0
208,6288.565,1.859436,0.985598,77.071164,77.029992,77.029992,0.041171,29.993,3.793,0
209,6318.595,1.859436,1.133437,86.637864,86.571340,86.571340,0.066524,30.065,3.725,0
210,6349.460,1.859436,1.231997,94.218617,94.152176,94.152176,0.066441,30.108,4.490,0
211,6378.767,1.417725,1.379837,70.680761,70.672825,70.672825,0.007937,30.034,3.780,0
212,6409.759,1.417725,1.527676,96.481448,96.445002,96.445002,0.036446,30.799,3.956,0
213,6440.677,0.534302,1.675516,38.813502,38.749347,38.749347,0.064155,30.004,4.853,0
214,6470.695,0.092590,1.897276,49.642921,49.659237,49.659237,-0.016316,30.002,4.890,0
215,6499.785,-0.349152,1.946555,35.788679,35.744524,35.744524,0.044155,30.002,3.992,0
216,6530.265,-0.790863,2.119035,25.433916,25.368538,25.368538,0.065378,29.999,4.447,0
217,6560.968,-1.232574,2.266875,12.805697,12.762027,12.762027,0.043669,30.001,5.171,0
218,6591.040,-1.232574,2.365434,30.438172,30.386977,30.386977,0.051195,30.036,5.174,0
219,6620.400,-1.674286,2.390074,-4.794357,-4.751586,-4.751586,-0.042771,29.974,4.496,0
220,6650.878,-2.115997,2.488634,-20.791638,-20.799083,-20.799083,0.007446,30.140,4.876,0
221,6680.469,-2.557739,2.488634,-41.369786,-41.430657,-41.430657,0.060871,29.846,4.497,0
222,6713.203,-2.115997,2.488634,3.064189,3.072440,3.072440,-0.008251,30.053,7.217,0
223,6742.994,-2.115997,2.488634,-19.646620,-19.662532,-19.662532,0.015912,30.016,7.103,0
224,6771.145,-1.232574,2.513274,41.942848,41.868408,41.868408,0.074441,30.102,4.971,0
225,6803.401,-1.232574,2.488634,2.886317,2.853247,2.853247,0.033069,30.031,7.339,0
226,6830.887,-0.349152,2.587194,69.204940,69.154246,69.154246,0.050694,30.822,4.091,0
227,6861.720,0.092590,2.636474,67.499167,67.486178,67.486178,0.012988,30.027,4.672,0
228,6891.568,0.092590,2.833593,56.701408,56.646770,56.646770,0.054638,30.715,3.921,0
229,6922.068,0.534302,2.956793,93.610349,93.530958,93.530958,0.079392,29.257,4.215,0
230,6951.474,0.092590,2.981433,45.111744,45.086135,45.086135,0.025609,30.001,4.540,0
231,6985.693,-0.349152,3.129273,35.219647,35.177788,35.177788,0.041859,29.997,8.720,0
232,7014.203,-0.790863,3.153913,19.793969,19.717657,19.717657,0.076312,30.002,7.204,0
233,7042.609,-1.232574,3.227833,5.266005,5.205786,5.205786,0.060219,30.004,5.694,0
234,7071.863,-1.674286,3.252472,-12.137960,-12.141197,-12.141197,0.003237,30.004,4.965,0
235,7102.129,-1.674286,3.252472,1.596135,1.578841,1.578841,0.017294,29.995,5.204,0
236,7131.541,-1.674286,3.252472,-2.264332,-2.314864,-2.314864,0.050532,30.012,4.628,0
237,7161.881,-2.115997,3.252472,-39.032270,-39.064306,-39.064306,0.032036,30.004,4.923,0
